fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,confianza_matrícula,mx1,my1,mx2,my2,texto_matricula
119,car,0.89,13,1217,551,1560,808,,,,,,
119,car,0.87,1,674,517,951,782,,,,,,
119,car,0.86,2,296,575,520,735,,,,,,
119,car,0.81,9,1512,487,1919,1048,,,,,,
119,car,0.76,7,473,545,614,655,,,,,,
119,car,0.75,17,1031,547,1202,679,,,,,,
119,car,0.67,5,945,536,1070,624,,,,,,
119,car,0.65,12,607,530,669,576,,,,,,
119,car,0.52,16,0,742,42,988,,,,,,
119,car,0.42,14,445,510,520,551,,,,,,
119,car,0.28,3,531,513,595,551,,,,,,
119,license_plate,0.39,1,774,668,865,694,0.39,774,668,865,694,8605 KJJ
120,car,0.89,13,1227,549,1585,813,,,,,,
120,car,0.85,1,674,515,951,781,,,,,,
120,car,0.85,2,297,575,519,734,,,,,,
120,car,0.8,9,1536,489,1918,1063,,,,,,
120,car,0.76,17,1033,544,1207,680,,,,,,
120,car,0.75,7,472,544,614,655,,,,,,
120,car,0.69,5,963,534,1072,623,,,,,,
120,car,0.63,12,606,528,669,576,,,,,,
120,car,0.56,18,1185,563,1271,703,,,,,,
120,car,0.53,16,0,738,43,988,,,,,,
120,car,0.42,14,442,509,521,549,,,,,,
120,car,0.27,3,531,513,595,552,,,,,,
121,car,0.87,13,1237,549,1623,824,,,,,,
121,car,0.86,2,295,575,518,733,,,,,,
121,car,0.84,1,675,514,950,779,,,,,,
121,car,0.83,9,1558,484,1919,1062,,,,,,
121,car,0.79,17,1037,537,1216,682,,,,,,
121,car,0.78,7,471,543,615,654,,,,,,
121,car,0.68,5,975,537,1078,626,,,,,,
121,car,0.63,16,0,749,44,988,,,,,,
121,car,0.59,12,606,528,669,576,,,,,,
121,car,0.46,18,1192,539,1407,706,,,,,,
121,car,0.41,14,441,509,525,551,,,,,,
121,car,0.32,18,1190,550,1286,705,,,,,,
121,car,0.25,3,531,512,593,550,,,,,,
122,car,0.88,13,1242,547,1647,833,,,,,,
122,car,0.86,2,295,574,517,733,,,,,,
122,car,0.84,1,674,514,950,778,,,,,,
122,car,0.82,17,1039,539,1215,682,,,,,,
122,car,0.8,9,1579,487,1918,1060,,,,,,
122,car,0.76,7,468,543,613,654,,,,,,
122,car,0.69,5,974,535,1079,626,,,,,,
122,car,0.62,12,606,528,669,576,,,,,,
122,car,0.61,16,0,745,45,988,,,,,,
122,car,0.42,14,437,509,524,550,,,,,,
122,car,0.4,18,1197,542,1417,706,,,,,,
122,car,0.38,18,1196,550,1290,707,,,,,,
122,car,0.28,3,530,511,599,554,,,,,,
123,car,0.88,9,1609,489,1919,1013,,,,,,
123,car,0.87,2,291,575,516,734,,,,,,
123,car,0.86,13,1249,550,1671,839,,,,,,
123,car,0.85,1,674,514,948,779,,,,,,
123,car,0.81,17,1042,543,1214,685,,,,,,
123,car,0.8,7,468,543,609,653,,,,,,
123,car,0.65,5,969,535,1081,627,,,,,,
123,car,0.6,16,0,743,46,989,,,,,,
123,car,0.57,12,605,528,666,576,,,,,,
123,car,0.39,18,1201,536,1429,710,,,,,,
123,car,0.36,14,444,510,521,549,,,,,,
123,car,0.36,18,1199,548,1312,707,,,,,,
123,car,0.26,3,531,512,575,545,,,,,,
123,license_plate,0.42,1,769,666,864,694,0.42,769,666,864,694,18645 KJJ
124,car,0.88,9,1631,507,1919,1007,,,,,,
124,car,0.86,2,290,575,513,734,,,,,,
124,car,0.85,1,674,513,948,781,,,,,,
124,car,0.84,13,1258,554,1698,844,,,,,,
124,car,0.82,17,1043,542,1216,686,,,,,,
124,car,0.79,7,467,543,609,653,,,,,,
124,car,0.64,16,0,735,47,988,,,,,,
124,car,0.59,5,957,535,1081,629,,,,,,
124,car,0.58,12,604,527,665,575,,,,,,
124,car,0.36,18,1208,541,1431,711,,,,,,
124,car,0.3,18,1207,548,1300,712,,,,,,
124,car,0.28,14,438,509,518,555,,,,,,
125,car,0.86,2,289,575,513,735,,,,,,
125,car,0.85,13,1267,551,1735,862,,,,,,
125,car,0.85,9,1666,534,1918,1027,,,,,,
125,car,0.85,1,673,514,948,781,,,,,,
125,car,0.83,7,469,545,609,656,,,,,,
125,car,0.8,17,1050,546,1225,688,,,,,,
125,car,0.66,16,0,729,50,989,,,,,,
125,car,0.6,12,605,529,667,575,,,,,,
125,car,0.58,14,437,510,523,553,,,,,,
125,car,0.51,5,984,537,1086,633,,,,,,
125,car,0.47,18,1215,544,1376,713,,,,,,
125,car,0.32,18,1214,549,1310,713,,,,,,
125,license_plate,0.41,1,769,668,854,693,0.41,769,668,854,693,8645 KJJ
126,car,0.86,1,674,517,949,782,,,,,,
126,car,0.85,2,291,577,514,739,,,,,,
126,car,0.84,9,1706,575,1918,1050,,,,,,
126,car,0.82,13,1280,551,1751,872,,,,,,
126,car,0.81,7,469,546,607,656,,,,,,
126,car,0.78,17,1051,551,1243,685,,,,,,
126,car,0.69,16,0,741,56,991,,,,,,
126,car,0.65,5,984,540,1092,631,,,,,,
126,car,0.63,18,1222,548,1384,724,,,,,,
126,car,0.61,12,607,528,668,576,,,,,,
126,car,0.41,14,445,510,519,552,,,,,,
126,car,0.31,3,532,514,590,555,,,,,,
126,car,0.28,18,1221,550,1317,727,,,,,,
126,car,0.28,8,104,466,135,501,,,,,,
126,car,0.26,8,150,485,194,517,,,,,,
126,car,0.25,12,660,537,706,587,,,,,,
127,car,0.87,1,676,516,950,783,,,,,,
127,car,0.85,13,1288,552,1771,880,,,,,,
127,car,0.84,2,293,578,515,740,,,,,,
127,car,0.83,9,1743,624,1918,1065,,,,,,
127,car,0.82,7,469,547,611,657,,,,,,
127,car,0.77,17,1057,545,1241,693,,,,,,
127,car,0.67,16,0,745,58,994,,,,,,
127,car,0.63,12,604,530,670,576,,,,,,
127,car,0.61,5,966,540,1099,629,,,,,,
127,car,0.6,18,1232,547,1405,727,,,,,,
127,car,0.35,14,439,511,515,557,,,,,,
127,car,0.33,8,106,465,137,498,,,,,,
127,car,0.32,8,148,480,199,516,,,,,,
127,license_plate,0.39,1,772,671,861,698,0.39,772,671,861,698,86u5 KJJ
128,car,0.87,13,1303,552,1805,893,,,,,,
128,car,0.86,1,677,517,951,784,,,,,,
128,car,0.85,2,294,580,515,741,,,,,,
128,car,0.82,17,1063,547,1243,698,,,,,,
128,car,0.81,7,470,548,608,658,,,,,,
128,car,0.75,9,1787,633,1919,1068,,,,,,
128,car,0.71,16,0,742,60,994,,,,,,
128,car,0.6,12,610,531,671,577,,,,,,
128,car,0.53,5,968,540,1102,631,,,,,,
128,car,0.38,18,1240,546,1449,734,,,,,,
128,car,0.34,8,107,466,139,506,,,,,,
128,car,0.32,14,441,510,513,558,,,,,,
128,car,0.26,8,150,478,198,517,,,,,,
129,car,0.89,13,1319,553,1841,898,,,,,,
129,car,0.86,1,676,517,952,783,,,,,,
129,car,0.84,2,295,579,516,741,,,,,,
129,car,0.79,7,470,548,610,657,,,,,,
129,car,0.75,17,1065,547,1263,699,,,,,,
129,car,0.74,9,1827,680,1919,1070,,,,,,
129,car,0.73,16,0,736,63,994,,,,,,
129,car,0.6,12,610,532,671,577,,,,,,
129,car,0.54,5,996,539,1107,632,,,,,,
129,car,0.53,18,1249,546,1433,739,,,,,,
129,car,0.37,14,439,511,519,558,,,,,,
129,car,0.3,18,1247,543,1494,750,,,,,,
129,car,0.28,8,111,466,140,503,,,,,,
129,license_plate,0.37,1,775,668,867,694,0.37,775,668,867,694,8645 KJJ
130,car,0.91,13,1330,555,1875,908,,,,,,
130,car,0.86,1,677,518,952,782,,,,,,
130,car,0.84,2,293,578,515,741,,,,,,
130,car,0.8,7,470,548,610,656,,,,,,
130,car,0.72,16,0,736,65,992,,,,,,
130,car,0.69,17,1067,549,1277,699,,,,,,
130,car,0.61,5,979,539,1114,633,,,,,,
130,car,0.58,12,608,532,672,577,,,,,,
130,car,0.56,18,1253,547,1510,752,,,,,,
130,car,0.39,14,439,512,520,557,,,,,,
130,car,0.27,12,661,536,707,587,,,,,,
130,license_plate,0.38,1,775,668,863,694,0.38,775,668,863,694,8665 KJJ
131,car,0.87,13,1339,555,1911,914,,,,,,
131,car,0.86,1,677,518,951,782,,,,,,
131,car,0.83,2,289,575,513,738,,,,,,
131,car,0.8,7,468,546,612,655,,,,,,
131,car,0.69,17,1080,550,1279,701,,,,,,
131,car,0.66,16,0,732,65,989,,,,,,
131,car,0.62,12,606,530,670,577,,,,,,
131,car,0.44,5,979,539,1117,635,,,,,,
131,car,0.44,18,1261,543,1459,748,,,,,,
131,car,0.42,14,453,511,524,553,,,,,,
131,license_plate,0.39,1,775,668,856,693,0.39,775,668,856,693,8645 KJJ
132,car,0.91,13,1352,554,1918,927,,,,,,
132,car,0.85,2,287,577,511,738,,,,,,
132,car,0.85,1,675,516,950,782,,,,,,
132,car,0.77,7,466,545,609,654,,,,,,
132,car,0.73,17,1077,543,1284,702,,,,,,
132,car,0.63,16,0,734,65,988,,,,,,
132,car,0.59,18,1270,542,1542,749,,,,,,
132,car,0.55,12,606,528,668,576,,,,,,
132,car,0.43,14,442,510,523,550,,,,,,
132,car,0.34,5,1001,541,1120,637,,,,,,
132,car,0.34,12,660,535,706,586,,,,,,
132,license_plate,0.36,1,770,668,855,693,0.36,770,668,855,693,18645 KJJ
133,car,0.92,13,1368,555,1918,937,,,,,,
133,car,0.86,1,675,515,949,781,,,,,,
133,car,0.85,2,286,577,509,738,,,,,,
133,car,0.79,7,464,545,605,655,,,,,,
133,car,0.77,18,1269,542,1556,760,,,,,,
133,car,0.76,17,1080,548,1299,703,,,,,,
133,car,0.61,16,0,733,66,988,,,,,,
133,car,0.6,12,607,529,665,576,,,,,,
133,car,0.56,5,980,540,1123,635,,,,,,
133,car,0.46,14,442,511,522,551,,,,,,
133,car,0.33,12,658,536,705,587,,,,,,
133,car,0.25,3,535,521,613,588,,,,,,
133,license_plate,0.39,1,769,668,854,694,0.39,769,668,854,694,8645 KJJ
134,car,0.87,13,1382,552,1918,950,,,,,,
134,car,0.86,1,674,515,949,782,,,,,,
134,car,0.85,2,284,577,508,739,,,,,,
134,car,0.79,17,1084,550,1307,707,,,,,,
134,car,0.78,7,461,545,604,656,,,,,,
134,car,0.77,18,1284,543,1576,767,,,,,,
134,car,0.74,16,0,733,68,989,,,,,,
134,car,0.57,12,603,528,663,576,,,,,,
134,car,0.57,5,978,541,1125,637,,,,,,
134,car,0.45,14,439,511,522,550,,,,,,
134,car,0.31,12,657,536,705,586,,,,,,
134,car,0.25,19,355,482,401,515,,,,,,
134,license_plate,0.36,1,769,668,855,694,0.36,769,668,855,694,8645 KJJ
135,car,0.92,13,1403,552,1919,970,,,,,,
135,car,0.86,1,674,516,951,783,,,,,,
135,car,0.85,2,286,577,509,739,,,,,,
135,car,0.81,18,1291,537,1598,774,,,,,,
135,car,0.79,17,1093,550,1336,712,,,,,,
135,car,0.78,7,465,546,606,655,,,,,,
135,car,0.74,16,0,730,74,988,,,,,,
135,car,0.67,5,997,541,1127,638,,,,,,
135,car,0.6,12,605,530,666,576,,,,,,
135,car,0.38,14,443,513,520,552,,,,,,
136,car,0.92,13,1419,554,1919,987,,,,,,
136,car,0.86,1,676,516,953,783,,,,,,
136,car,0.85,2,287,577,512,739,,,,,,
136,car,0.84,18,1303,535,1613,778,,,,,,
136,car,0.81,7,468,547,608,655,,,,,,
136,car,0.78,17,1099,549,1341,716,,,,,,
136,car,0.77,16,0,715,82,985,,,,,,
136,car,0.59,12,608,530,671,577,,,,,,
136,car,0.54,5,985,537,1125,640,,,,,,
136,car,0.37,14,456,515,522,555,,,,,,
136,car,0.31,14,437,512,513,552,,,,,,
136,car,0.26,14,429,508,467,543,,,,,,
136,car,0.26,3,537,516,613,577,,,,,,
136,car,0.26,12,660,536,708,586,,,,,,
137,car,0.92,13,1438,552,1919,1004,,,,,,
137,car,0.86,1,678,517,955,784,,,,,,
137,car,0.85,2,290,578,514,741,,,,,,
137,car,0.83,7,472,548,608,656,,,,,,
137,car,0.8,16,0,707,84,987,,,,,,
137,car,0.79,18,1312,538,1628,783,,,,,,
137,car,0.79,17,1104,549,1348,718,,,,,,
137,car,0.66,5,991,539,1144,640,,,,,,
137,car,0.54,12,613,530,673,578,,,,,,
137,car,0.36,14,444,512,530,560,,,,,,
137,car,0.28,3,539,517,620,590,,,,,,
138,car,0.91,13,1456,549,1919,1017,,,,,,
138,car,0.86,1,682,517,958,784,,,,,,
138,car,0.85,2,292,577,516,741,,,,,,
138,car,0.82,7,472,548,608,656,,,,,,
138,car,0.81,17,1111,548,1351,721,,,,,,
138,car,0.8,18,1330,536,1650,785,,,,,,
138,car,0.77,16,0,702,86,988,,,,,,
138,car,0.62,5,1004,538,1144,645,,,,,,
138,car,0.48,12,615,531,675,578,,,,,,
138,car,0.32,14,439,511,526,559,,,,,,
138,license_plate,0.39,1,779,672,876,698,0.39,779,672,876,698,86U5KJJ
139,car,0.93,13,1479,550,1918,1036,,,,,,
139,car,0.86,1,682,517,958,784,,,,,,
139,car,0.85,2,290,577,515,740,,,,,,
139,car,0.85,17,1117,545,1367,724,,,,,,
139,car,0.82,7,472,548,608,655,,,,,,
139,car,0.77,16,0,699,87,988,,,,,,
139,car,0.75,18,1335,536,1670,793,,,,,,
139,car,0.54,5,998,540,1147,642,,,,,,
139,car,0.49,12,614,531,674,577,,,,,,
139,car,0.3,14,438,512,525,560,,,,,,
139,license_plate,0.39,1,780,672,875,698,0.39,780,672,875,698,8665 KJJ
140,car,0.91,13,1496,551,1918,1055,,,,,,
140,car,0.86,1,680,516,955,783,,,,,,
140,car,0.85,17,1121,546,1366,725,,,,,,
140,car,0.85,2,286,578,512,740,,,,,,
140,car,0.83,7,469,548,606,655,,,,,,
140,car,0.78,16,0,700,86,989,,,,,,
140,car,0.72,18,1343,533,1690,798,,,,,,
140,car,0.58,5,1017,540,1147,647,,,,,,
140,car,0.56,12,611,531,672,577,,,,,,
140,car,0.34,14,433,511,524,554,,,,,,
140,car,0.32,5,1067,548,1155,649,,,,,,
140,car,0.31,14,427,509,470,544,,,,,,
140,car,0.3,12,660,537,711,589,,,,,,
140,car,0.28,14,448,516,530,562,,,,,,
141,car,0.92,13,1519,550,1918,1067,,,,,,
141,car,0.86,17,1123,543,1375,727,,,,,,
141,car,0.86,1,678,517,953,783,,,,,,
141,car,0.85,2,285,579,508,739,,,,,,
141,car,0.82,7,469,547,607,655,,,,,,
141,car,0.8,18,1353,532,1712,805,,,,,,
141,car,0.77,16,0,700,85,987,,,,,,
141,car,0.68,5,1008,540,1147,648,,,,,,
141,car,0.59,12,608,530,669,578,,,,,,
141,car,0.38,12,659,537,708,590,,,,,,
141,car,0.33,5,1058,554,1155,649,,,,,,
141,car,0.28,14,457,515,526,554,,,,,,
141,car,0.27,5,1090,563,1157,652,,,,,,
141,car,0.27,8,110,468,153,492,,,,,,
142,car,0.92,13,1540,553,1919,1069,,,,,,
142,car,0.87,1,677,517,951,783,,,,,,
142,car,0.86,2,279,578,505,738,,,,,,
142,car,0.84,17,1124,545,1391,730,,,,,,
142,car,0.82,7,459,546,604,655,,,,,,
142,car,0.77,16,0,701,84,985,,,,,,
142,car,0.76,18,1357,532,1732,810,,,,,,
142,car,0.61,5,1025,541,1150,648,,,,,,
142,car,0.52,3,600,530,662,577,,,,,,
142,car,0.36,5,1089,559,1163,655,,,,,,
142,car,0.3,14,448,512,525,551,,,,,,
142,car,0.3,12,656,536,706,586,,,,,,
142,car,0.27,20,993,546,1063,627,,,,,,
143,car,0.91,13,1564,554,1919,1067,,,,,,
143,car,0.86,1,676,515,950,782,,,,,,
143,car,0.86,2,276,575,504,737,,,,,,
143,car,0.85,17,1127,541,1400,733,,,,,,
143,car,0.76,7,458,544,599,653,,,,,,
143,car,0.74,18,1373,528,1759,815,,,,,,
143,car,0.65,16,0,707,85,982,,,,,,
143,car,0.64,5,1025,540,1151,646,,,,,,
143,car,0.52,3,605,528,664,575,,,,,,
143,car,0.34,12,653,534,702,585,,,,,,
143,license_plate,0.38,1,770,668,859,694,0.38,770,668,859,694,18665 KJJ
144,car,0.91,13,1596,562,1919,1055,,,,,,
144,car,0.86,2,277,575,505,736,,,,,,
144,car,0.85,1,675,515,951,781,,,,,,
144,car,0.81,17,1137,538,1415,735,,,,,,
144,car,0.77,7,462,545,606,652,,,,,,
144,car,0.7,18,1379,524,1788,819,,,,,,
144,car,0.66,5,1025,539,1167,644,,,,,,
144,car,0.53,3,603,527,662,573,,,,,,
144,car,0.4,12,657,535,706,585,,,,,,
144,car,0.36,16,0,696,87,978,,,,,,
144,car,0.35,5,1098,548,1169,657,,,,,,
144,car,0.31,12,655,527,736,594,,,,,,
144,car,0.29,3,539,514,608,575,,,,,,
144,car,0.26,20,935,486,1041,613,,,,,,
144,car,0.25,14,454,510,531,547,,,,,,
145,car,0.9,13,1628,564,1919,1051,,,,,,
145,car,0.86,1,676,513,953,781,,,,,,
145,car,0.85,2,281,573,506,735,,,,,,
145,car,0.84,17,1147,538,1423,738,,,,,,
145,car,0.82,18,1397,528,1829,826,,,,,,
145,car,0.76,7,466,544,603,652,,,,,,
145,car,0.59,12,606,528,666,575,,,,,,
145,car,0.57,16,0,698,89,980,,,,,,
145,car,0.45,5,1106,562,1161,655,,,,,,
145,car,0.42,5,1042,534,1166,649,,,,,,
145,car,0.38,5,1104,549,1174,654,,,,,,
145,car,0.33,12,659,534,708,583,,,,,,
145,car,0.32,20,1004,541,1077,629,,,,,,
145,car,0.28,5,1106,545,1215,655,,,,,,
145,car,0.25,20,1007,538,1139,635,,,,,,
146,car,0.92,13,1663,582,1918,1054,,,,,,
146,car,0.88,18,1414,531,1870,830,,,,,,
146,car,0.87,1,679,514,956,783,,,,,,
146,car,0.86,2,284,574,508,737,,,,,,
146,car,0.83,17,1154,547,1441,742,,,,,,
146,car,0.77,7,470,545,607,652,,,,,,
146,car,0.75,16,0,699,92,980,,,,,,
146,car,0.73,20,1040,538,1173,649,,,,,,
146,car,0.58,12,612,530,672,576,,,,,,
146,car,0.44,20,1005,543,1084,629,,,,,,
146,car,0.29,12,660,534,709,585,,,,,,
146,car,0.26,14,450,511,534,556,,,,,,
146,license_plate,0.34,1,778,668,864,694,0.34,778,668,864,694,8645 KJJ
147,car,0.85,13,1705,632,1919,1056,,,,,,
147,car,0.85,1,683,516,959,784,,,,,,
147,car,0.85,18,1429,530,1905,843,,,,,,
147,car,0.85,2,286,575,510,738,,,,,,
147,car,0.82,17,1157,538,1456,747,,,,,,
147,car,0.8,7,471,544,607,652,,,,,,
147,car,0.64,16,0,699,95,983,,,,,,
147,car,0.62,5,1039,541,1187,649,,,,,,
147,car,0.42,12,616,529,675,577,,,,,,
147,car,0.37,20,1011,545,1088,627,,,,,,
147,car,0.35,5,1120,541,1242,667,,,,,,
147,license_plate,0.42,1,779,672,872,698,0.42,779,672,872,698,8665 KJJ
148,car,0.86,1,681,517,957,785,,,,,,
148,car,0.85,7,470,545,607,653,,,,,,
148,car,0.85,18,1442,533,1917,855,,,,,,
148,car,0.84,2,284,576,508,739,,,,,,
148,car,0.83,17,1166,538,1471,752,,,,,,
148,car,0.74,13,1742,665,1919,1070,,,,,,
148,car,0.73,16,0,702,99,983,,,,,,
148,car,0.65,5,1045,542,1191,656,,,,,,
148,car,0.43,5,1124,551,1201,663,,,,,,
148,car,0.34,20,1016,546,1092,626,,,,,,
148,car,0.34,12,615,529,674,577,,,,,,
148,license_plate,0.52,1,778,673,866,698,0.52,778,673,866,698,8645 KJJ
149,car,0.87,17,1170,546,1480,757,,,,,,
149,car,0.86,18,1450,531,1920,868,,,,,,
149,car,0.84,2,278,579,506,740,,,,,,
149,car,0.84,1,678,518,954,786,,,,,,
149,car,0.83,7,467,548,605,654,,,,,,
149,car,0.75,16,0,699,96,984,,,,,,
149,car,0.71,9,1785,725,1919,1072,,,,,,
149,car,0.67,5,1047,540,1187,653,,,,,,
149,car,0.53,5,1124,551,1216,667,,,,,,
149,car,0.51,12,612,530,672,577,,,,,,
149,car,0.34,12,660,538,709,589,,,,,,
149,car,0.33,20,1017,549,1083,626,,,,,,
149,car,0.26,14,425,508,471,550,,,,,,
149,license_plate,0.52,1,778,674,867,698,0.52,778,674,867,698,8665 KJJ
150,car,0.85,2,275,581,505,742,,,,,,
150,car,0.85,18,1467,531,1920,870,,,,,,
150,car,0.85,1,678,519,952,788,,,,,,
150,car,0.84,17,1172,542,1484,761,,,,,,
150,car,0.82,16,0,704,94,985,,,,,,
150,car,0.8,7,458,548,604,656,,,,,,
150,car,0.76,9,1824,777,1919,1072,,,,,,
150,car,0.67,20,1031,540,1188,655,,,,,,
150,car,0.61,12,609,530,668,577,,,,,,
150,car,0.46,12,659,537,708,592,,,,,,
150,car,0.45,5,1127,555,1206,668,,,,,,
151,car,0.86,18,1480,532,1919,879,,,,,,
151,car,0.84,1,676,520,951,787,,,,,,
151,car,0.84,2,272,580,500,742,,,,,,
151,car,0.83,16,0,702,92,986,,,,,,
151,car,0.83,17,1176,539,1504,766,,,,,,
151,car,0.78,7,456,548,599,656,,,,,,
151,car,0.62,5,1125,555,1210,671,,,,,,
151,car,0.59,12,607,531,663,576,,,,,,
151,car,0.55,20,1030,540,1188,655,,,,,,
151,car,0.49,9,1879,817,1919,1075,,,,,,
151,car,0.44,12,655,540,704,592,,,,,,
151,license_plate,0.47,1,771,676,857,699,0.47,771,676,857,699,8645 KJJ
152,car,0.87,18,1494,530,1918,892,,,,,,
152,car,0.84,2,271,578,498,742,,,,,,
152,car,0.84,1,675,519,949,787,,,,,,
152,car,0.83,17,1182,534,1509,770,,,,,,
152,car,0.79,16,0,702,92,987,,,,,,
152,car,0.73,7,459,546,594,655,,,,,,
152,car,0.7,5,1133,556,1209,673,,,,,,
152,car,0.5,20,1051,540,1189,655,,,,,,
152,car,0.46,12,605,531,660,575,,,,,,
152,car,0.34,12,653,539,704,592,,,,,,
153,car,0.88,18,1516,530,1918,902,,,,,,
153,car,0.87,17,1191,544,1524,776,,,,,,
153,car,0.85,1,676,519,950,787,,,,,,
153,car,0.85,2,272,579,499,742,,,,,,
153,car,0.8,16,0,703,93,987,,,,,,
153,car,0.72,7,460,545,597,655,,,,,,
153,car,0.64,20,1064,539,1200,664,,,,,,
153,car,0.64,5,1137,560,1211,675,,,,,,
153,car,0.51,12,605,532,663,577,,,,,,
153,car,0.43,12,656,539,704,591,,,,,,
153,car,0.29,19,380,486,427,521,,,,,,
153,car,0.28,20,1018,548,1092,629,,,,,,
153,car,0.27,12,654,532,724,594,,,,,,
153,car,0.27,21,914,530,978,605,,,,,,
153,license_plate,0.52,1,772,675,855,699,0.52,772,675,855,699,8645 KJJ
154,car,0.89,17,1200,541,1545,780,,,,,,
154,car,0.85,2,273,580,501,742,,,,,,
154,car,0.84,1,676,519,952,788,,,,,,
154,car,0.83,16,0,705,97,990,,,,,,
154,car,0.82,18,1535,529,1918,915,,,,,,
154,car,0.75,7,461,548,599,654,,,,,,
154,car,0.59,5,1069,539,1208,659,,,,,,
154,car,0.59,5,1146,558,1220,675,,,,,,
154,car,0.55,12,607,532,669,578,,,,,,
154,car,0.35,12,660,539,706,591,,,,,,
154,car,0.34,5,1147,551,1255,675,,,,,,
154,license_plate,0.48,1,777,676,859,699,0.48,777,676,859,699,8645 KJJ
155,car,0.84,2,275,581,504,741,,,,,,
155,car,0.84,1,678,518,953,789,,,,,,
155,car,0.8,18,1554,534,1919,933,,,,,,
155,car,0.8,16,0,705,102,989,,,,,,
155,car,0.78,7,462,547,605,654,,,,,,
155,car,0.77,17,1211,545,1558,784,,,,,,
155,car,0.68,5,1153,557,1239,678,,,,,,
155,car,0.61,5,1041,539,1214,659,,,,,,
155,car,0.45,12,609,531,674,578,,,,,,
155,car,0.34,12,661,537,710,592,,,,,,
155,car,0.25,5,1153,552,1296,674,,,,,,
156,car,0.86,1,679,517,956,789,,,,,,
156,car,0.85,2,275,581,504,741,,,,,,
156,car,0.83,7,465,547,603,653,,,,,,
156,car,0.82,17,1218,548,1579,793,,,,,,
156,car,0.78,16,0,706,103,989,,,,,,
156,car,0.75,18,1581,535,1919,946,,,,,,
156,car,0.61,5,1074,538,1220,660,,,,,,
156,car,0.61,5,1158,558,1256,680,,,,,,
156,car,0.4,12,615,531,675,579,,,,,,
156,car,0.3,12,661,537,710,592,,,,,,
156,car,0.3,5,1157,548,1313,675,,,,,,
156,license_plate,0.56,1,778,675,865,700,0.56,778,675,865,700,8645 KJJ
157,car,0.87,17,1229,552,1597,794,,,,,,
157,car,0.86,18,1591,533,1919,961,,,,,,
157,car,0.85,2,274,580,504,741,,,,,,
157,car,0.84,1,678,516,954,789,,,,,,
157,car,0.79,7,465,546,601,654,,,,,,
157,car,0.78,16,0,708,105,989,,,,,,
157,car,0.66,5,1161,556,1251,680,,,,,,
157,car,0.64,5,1077,538,1226,663,,,,,,
157,car,0.41,12,609,531,674,578,,,,,,
157,car,0.31,22,1218,531,1448,680,,,,,,
157,car,0.27,12,661,536,710,591,,,,,,
157,car,0.26,12,661,531,724,593,,,,,,
157,license_plate,0.52,1,779,674,868,698,0.52,779,674,868,698,8645 KJJ
158,car,0.88,18,1624,532,1919,976,,,,,,
158,car,0.85,1,678,517,954,786,,,,,,
158,car,0.84,2,273,579,501,742,,,,,,
158,car,0.79,7,461,545,604,653,,,,,,
158,car,0.79,16,0,704,102,988,,,,,,
158,car,0.74,17,1232,550,1614,799,,,,,,
158,car,0.68,5,1165,558,1261,682,,,,,,
158,car,0.62,5,1077,538,1228,666,,,,,,
158,car,0.5,5,1152,559,1243,678,,,,,,
158,car,0.47,12,610,531,671,578,,,,,,
158,car,0.35,12,661,537,708,589,,,,,,
158,car,0.28,20,1038,547,1122,641,,,,,,
159,car,0.86,18,1639,532,1919,959,,,,,,
159,car,0.83,1,678,513,953,785,,,,,,
159,car,0.83,2,270,578,501,740,,,,,,
159,car,0.79,16,0,702,102,988,,,,,,
159,car,0.79,17,1237,547,1634,808,,,,,,
159,car,0.77,7,462,543,596,651,,,,,,
159,car,0.66,5,1171,552,1279,681,,,,,,
159,car,0.61,20,1075,539,1229,665,,,,,,
159,car,0.5,12,610,529,670,577,,,,,,
159,car,0.27,5,1173,535,1334,675,,,,,,
159,car,0.25,3,546,533,614,616,,,,,,
160,car,0.89,18,1676,532,1918,920,,,,,,
160,car,0.85,1,678,511,953,783,,,,,,
160,car,0.85,17,1250,542,1654,810,,,,,,
160,car,0.83,2,271,577,501,738,,,,,,
160,car,0.82,16,0,702,102,985,,,,,,
160,car,0.78,7,462,542,601,650,,,,,,
160,car,0.69,5,1178,550,1284,680,,,,,,
160,car,0.59,20,1091,541,1241,662,,,,,,
160,car,0.44,5,1180,558,1254,681,,,,,,
160,car,0.43,12,606,528,669,576,,,,,,
160,car,0.26,22,1227,533,1336,710,,,,,,
160,car,0.25,12,661,534,708,587,,,,,,
160,license_plate,0.36,1,775,667,863,693,0.36,775,667,863,693,8645 KJJ
161,car,0.89,18,1708,535,1918,917,,,,,,
161,car,0.86,17,1259,546,1678,814,,,,,,
161,car,0.84,1,679,508,953,782,,,,,,
161,car,0.83,2,271,576,500,735,,,,,,
161,car,0.78,7,463,540,600,649,,,,,,
161,car,0.7,16,0,698,103,982,,,,,,
161,car,0.6,5,1181,546,1289,680,,,,,,
161,car,0.49,20,1050,541,1140,635,,,,,,
161,car,0.49,5,1089,535,1252,663,,,,,,
161,car,0.45,12,604,525,672,575,,,,,,
161,car,0.38,5,1094,567,1231,662,,,,,,
161,car,0.34,22,1231,526,1370,709,,,,,,
161,car,0.32,21,933,528,985,585,,,,,,
161,car,0.25,3,546,526,613,610,,,,,,
161,car,0.25,12,661,537,705,583,,,,,,
162,car,0.88,18,1737,554,1918,923,,,,,,
