fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,confianza_matrícula,mx1,my1,mx2,my2,texto_matricula
258,car,0.4,25,1143,527,1203,580,,,,,,
258,car,0.4,30,228,461,272,492,,,,,,
258,car,0.31,16,0,704,56,951,,,,,,
258,car,0.29,25,1099,521,1154,560,,,,,,
259,car,0.88,2,273,559,487,707,,,,,,
259,car,0.78,28,1422,527,1593,694,,,,,,
259,car,0.76,29,1274,523,1438,654,,,,,,
259,car,0.71,7,494,525,603,611,,,,,,
259,car,0.68,1,628,489,943,804,,,,,,
259,car,0.63,33,1533,467,1709,758,,,,,,
259,car,0.62,31,1188,525,1283,611,,,,,,
259,car,0.44,30,229,462,272,495,,,,,,
259,car,0.39,25,1145,527,1206,581,,,,,,
260,car,0.88,2,274,559,487,708,,,,,,
260,car,0.83,29,1278,526,1450,654,,,,,,
260,car,0.82,28,1437,529,1609,697,,,,,,
260,car,0.75,1,630,490,945,806,,,,,,
260,car,0.71,7,495,524,609,612,,,,,,
260,car,0.69,33,1551,467,1745,775,,,,,,
260,car,0.55,31,1192,524,1287,616,,,,,,
260,car,0.41,25,1151,528,1208,580,,,,,,
260,car,0.38,30,225,460,275,495,,,,,,
260,car,0.33,16,0,703,58,952,,,,,,
261,car,0.9,2,274,561,494,709,,,,,,
261,car,0.81,28,1444,530,1619,702,,,,,,
261,car,0.77,29,1288,524,1461,655,,,,,,
261,car,0.72,1,629,491,946,807,,,,,,
261,car,0.68,33,1568,464,1777,782,,,,,,
261,car,0.66,7,496,524,615,611,,,,,,
261,car,0.51,31,1199,526,1293,617,,,,,,
261,car,0.45,16,0,706,59,953,,,,,,
261,car,0.43,25,1152,526,1218,580,,,,,,
261,car,0.3,30,231,463,278,495,,,,,,
261,car,0.3,25,1109,525,1165,567,,,,,,
261,license_plate,0.61,1,733,676,838,703,0.61,733,676,838,703,8645 KJJ
262,car,0.89,2,276,562,492,710,,,,,,
262,car,0.84,29,1293,524,1470,659,,,,,,
262,car,0.83,28,1458,534,1646,710,,,,,,
262,car,0.71,1,631,492,948,809,,,,,,
262,car,0.67,31,1200,528,1297,621,,,,,,
262,car,0.61,33,1585,463,1800,790,,,,,,
262,car,0.57,25,1154,529,1220,584,,,,,,
262,car,0.55,7,497,528,614,612,,,,,,
262,car,0.55,16,0,707,60,952,,,,,,
262,car,0.3,25,1113,525,1167,570,,,,,,
262,license_plate,0.61,1,733,678,835,706,0.61,733,678,835,706,8645 KJJ
263,car,0.9,2,277,563,496,711,,,,,,
263,car,0.78,1,631,492,948,810,,,,,,
263,car,0.71,28,1469,534,1662,711,,,,,,
263,car,0.68,16,0,705,62,952,,,,,,
263,car,0.67,29,1303,527,1482,664,,,,,,
263,car,0.59,31,1209,531,1302,621,,,,,,
263,car,0.54,7,498,536,609,614,,,,,,
263,car,0.52,33,1601,465,1833,792,,,,,,
263,car,0.43,25,1158,531,1225,586,,,,,,
263,car,0.33,7,501,525,616,595,,,,,,
263,car,0.32,25,1120,528,1223,582,,,,,,
263,car,0.32,25,1116,528,1170,571,,,,,,
264,car,0.9,2,278,564,497,712,,,,,,
264,car,0.84,28,1479,535,1687,715,,,,,,
264,car,0.77,1,630,493,949,813,,,,,,
264,car,0.72,16,0,706,64,952,,,,,,
264,car,0.68,29,1310,528,1492,666,,,,,,
264,car,0.67,31,1213,529,1304,622,,,,,,
264,car,0.61,7,497,525,616,616,,,,,,
264,car,0.5,33,1621,461,1877,807,,,,,,
264,car,0.47,25,1163,532,1228,588,,,,,,
264,car,0.44,25,1116,527,1178,575,,,,,,
264,car,0.25,34,1807,403,1919,894,,,,,,
264,license_plate,0.57,1,734,680,838,707,0.57,734,680,838,707,8645 KJJ
265,car,0.9,2,278,564,497,713,,,,,,
265,car,0.78,28,1489,535,1706,723,,,,,,
265,car,0.73,1,629,494,948,814,,,,,,
265,car,0.65,29,1317,529,1502,669,,,,,,
265,car,0.61,16,0,706,64,952,,,,,,
265,car,0.58,7,498,532,609,616,,,,,,
265,car,0.56,31,1214,530,1311,622,,,,,,
265,car,0.35,25,1119,526,1183,572,,,,,,
265,car,0.3,33,1639,460,1918,819,,,,,,
265,car,0.27,25,1166,533,1232,585,,,,,,
265,license_plate,0.49,1,732,680,846,709,0.49,732,680,846,709,8645 KJJ
266,car,0.9,2,278,565,497,714,,,,,,
266,car,0.79,1,625,494,947,815,,,,,,
266,car,0.76,28,1502,535,1720,725,,,,,,
266,car,0.73,29,1329,530,1513,671,,,,,,
266,car,0.65,7,498,527,616,617,,,,,,
266,car,0.65,16,0,707,64,952,,,,,,
266,car,0.61,31,1220,533,1321,626,,,,,,
266,car,0.54,33,1659,467,1919,845,,,,,,
266,car,0.41,25,1167,534,1237,590,,,,,,
266,car,0.38,25,1123,528,1180,573,,,,,,
267,car,0.89,2,278,565,497,714,,,,,,
267,car,0.82,28,1512,536,1745,730,,,,,,
267,car,0.82,1,625,494,947,816,,,,,,
267,car,0.71,29,1335,532,1522,672,,,,,,
267,car,0.69,16,0,707,64,952,,,,,,
267,car,0.64,7,498,529,610,617,,,,,,
267,car,0.63,33,1676,457,1919,841,,,,,,
267,car,0.54,31,1224,533,1317,627,,,,,,
267,car,0.48,25,1168,533,1241,590,,,,,,
267,car,0.36,25,1127,530,1174,573,,,,,,
267,license_plate,0.58,1,730,685,834,714,0.58,730,685,834,714,8645 KJJ
268,car,0.89,2,279,566,497,714,,,,,,
268,car,0.76,28,1525,537,1771,738,,,,,,
268,car,0.76,1,624,494,947,816,,,,,,
268,car,0.74,29,1343,532,1531,674,,,,,,
268,car,0.72,31,1225,534,1328,627,,,,,,
268,car,0.71,16,0,706,65,952,,,,,,
268,car,0.61,7,499,530,608,617,,,,,,
268,car,0.59,33,1695,458,1918,851,,,,,,
268,car,0.52,25,1173,534,1240,591,,,,,,
268,car,0.36,25,1129,534,1168,572,,,,,,
269,car,0.88,2,284,566,499,714,,,,,,
269,car,0.85,28,1537,536,1807,741,,,,,,
269,car,0.8,1,622,496,947,818,,,,,,
269,car,0.78,33,1719,463,1918,858,,,,,,
269,car,0.71,29,1350,533,1546,677,,,,,,
269,car,0.71,16,0,705,67,953,,,,,,
269,car,0.69,7,501,534,612,618,,,,,,
269,car,0.61,25,1177,535,1244,594,,,,,,
269,car,0.6,31,1233,533,1335,632,,,,,,
269,car,0.25,25,1134,532,1189,572,,,,,,
270,car,0.88,28,1551,535,1822,746,,,,,,
270,car,0.88,2,287,566,500,713,,,,,,
270,car,0.82,33,1747,481,1919,810,,,,,,
270,car,0.79,1,625,496,949,819,,,,,,
270,car,0.78,29,1361,535,1560,677,,,,,,
270,car,0.69,31,1235,533,1339,630,,,,,,
270,car,0.69,7,503,534,614,618,,,,,,
270,car,0.66,16,0,687,71,951,,,,,,
270,car,0.54,25,1178,535,1250,594,,,,,,
270,car,0.32,31,1323,531,1426,648,,,,,,
271,car,0.9,28,1567,535,1850,749,,,,,,
271,car,0.89,2,290,567,503,714,,,,,,
271,car,0.83,33,1773,485,1919,817,,,,,,
271,car,0.82,1,628,496,951,819,,,,,,
271,car,0.78,29,1370,534,1570,679,,,,,,
271,car,0.71,7,503,534,613,618,,,,,,
271,car,0.67,31,1243,534,1347,630,,,,,,
271,car,0.65,16,0,681,78,951,,,,,,
271,car,0.61,31,1330,528,1435,649,,,,,,
271,car,0.44,25,1185,534,1254,595,,,,,,
271,car,0.42,25,1141,532,1199,570,,,,,,
271,license_plate,0.53,1,731,689,839,717,0.53,731,689,839,717,8645 KJJ
272,car,0.89,28,1577,534,1882,752,,,,,,
272,car,0.88,2,292,567,503,713,,,,,,
272,car,0.81,1,628,494,952,819,,,,,,
272,car,0.78,29,1378,533,1580,680,,,,,,
272,car,0.73,7,506,534,608,618,,,,,,
272,car,0.71,31,1243,533,1352,631,,,,,,
272,car,0.7,16,0,675,79,950,,,,,,
272,car,0.69,34,1799,507,1919,826,,,,,,
272,car,0.61,25,1190,533,1260,595,,,,,,
272,car,0.41,31,1337,529,1438,649,,,,,,
272,car,0.36,25,1145,532,1200,578,,,,,,
272,car,0.26,7,577,532,632,597,,,,,,
273,car,0.89,28,1591,535,1916,756,,,,,,
273,car,0.87,2,294,567,504,711,,,,,,
273,car,0.84,29,1388,532,1595,684,,,,,,
273,car,0.73,34,1828,579,1919,831,,,,,,
273,car,0.71,1,629,492,952,819,,,,,,
273,car,0.71,31,1254,533,1358,631,,,,,,
273,car,0.7,16,0,675,81,949,,,,,,
273,car,0.69,7,507,535,609,618,,,,,,
273,car,0.6,25,1193,533,1264,594,,,,,,
273,car,0.53,31,1345,527,1452,644,,,,,,
273,car,0.37,25,1148,537,1194,580,,,,,,
273,car,0.26,31,1349,532,1426,650,,,,,,
273,car,0.26,7,573,530,632,599,,,,,,
273,car,0.25,2,447,549,515,617,,,,,,
274,car,0.88,2,295,567,505,709,,,,,,
274,car,0.87,28,1610,532,1920,760,,,,,,
274,car,0.83,29,1395,529,1609,684,,,,,,
274,car,0.73,1,628,492,952,819,,,,,,
274,car,0.73,7,508,535,609,616,,,,,,
274,car,0.67,16,0,673,81,945,,,,,,
274,car,0.66,34,1857,582,1919,838,,,,,,
274,car,0.62,31,1264,534,1366,630,,,,,,
274,car,0.59,25,1194,532,1269,595,,,,,,
274,car,0.48,31,1350,526,1457,642,,,,,,
274,car,0.31,25,1151,534,1194,575,,,,,,
274,car,0.3,7,578,529,632,603,,,,,,
275,car,0.87,28,1624,531,1920,768,,,,,,
275,car,0.86,2,296,566,504,709,,,,,,
275,car,0.8,29,1401,527,1618,686,,,,,,
275,car,0.76,1,624,492,952,819,,,,,,
275,car,0.76,31,1264,533,1368,630,,,,,,
275,car,0.72,16,0,675,81,942,,,,,,
275,car,0.7,7,508,531,615,615,,,,,,
275,car,0.63,25,1196,534,1272,593,,,,,,
275,car,0.54,31,1356,524,1466,642,,,,,,
275,car,0.52,34,1888,637,1919,852,,,,,,
275,car,0.26,25,1152,536,1191,571,,,,,,
275,license_plate,0.59,1,732,686,841,714,0.59,732,686,841,714,18645 KJJ
276,car,0.87,28,1639,529,1919,766,,,,,,
276,car,0.86,2,293,563,502,708,,,,,,
276,car,0.8,29,1415,525,1632,686,,,,,,
276,car,0.79,1,619,490,949,819,,,,,,
276,car,0.78,31,1267,531,1375,630,,,,,,
276,car,0.72,7,505,528,616,614,,,,,,
276,car,0.68,16,0,674,82,942,,,,,,
276,car,0.62,25,1197,535,1274,594,,,,,,
276,car,0.61,35,1367,521,1482,653,,,,,,
276,car,0.26,25,1159,533,1203,570,,,,,,
277,car,0.87,2,291,562,502,707,,,,,,
277,car,0.86,28,1654,528,1919,775,,,,,,
277,car,0.83,29,1420,526,1639,686,,,,,,
277,car,0.82,1,620,489,948,817,,,,,,
277,car,0.78,31,1271,531,1377,631,,,,,,
277,car,0.68,7,504,528,620,613,,,,,,
277,car,0.67,16,0,673,80,939,,,,,,
277,car,0.62,35,1372,522,1481,652,,,,,,
277,car,0.56,25,1198,533,1275,593,,,,,,
277,car,0.33,25,1161,528,1214,570,,,,,,
277,license_plate,0.62,1,730,685,832,713,0.62,730,685,832,713,8645 KJJ
278,car,0.9,28,1671,527,1919,779,,,,,,
278,car,0.86,2,294,560,503,707,,,,,,
278,car,0.82,29,1429,527,1657,694,,,,,,
278,car,0.75,1,619,488,948,817,,,,,,
278,car,0.69,7,505,528,617,611,,,,,,
278,car,0.67,31,1275,528,1387,632,,,,,,
278,car,0.58,16,0,672,82,938,,,,,,
278,car,0.55,35,1381,521,1495,650,,,,,,
278,car,0.53,25,1199,532,1279,592,,,,,,
278,car,0.3,25,1163,532,1214,574,,,,,,
278,car,0.25,7,580,527,632,594,,,,,,
279,car,0.88,28,1692,528,1919,785,,,,,,
279,car,0.87,2,297,561,504,706,,,,,,
279,car,0.79,29,1440,525,1670,692,,,,,,
279,car,0.7,1,620,487,949,818,,,,,,
279,car,0.69,16,0,672,83,937,,,,,,
279,car,0.68,7,506,529,614,612,,,,,,
279,car,0.63,31,1282,530,1395,631,,,,,,
279,car,0.59,35,1389,521,1508,651,,,,,,
279,car,0.51,25,1207,532,1284,592,,,,,,
279,car,0.33,35,1388,532,1469,652,,,,,,
279,car,0.26,25,1165,530,1221,571,,,,,,
280,car,0.89,28,1710,526,1919,793,,,,,,
280,car,0.88,2,298,562,505,706,,,,,,
280,car,0.82,29,1449,526,1687,698,,,,,,
280,car,0.78,1,620,486,949,817,,,,,,
280,car,0.7,7,506,528,614,612,,,,,,
280,car,0.7,16,0,671,85,933,,,,,,
280,car,0.67,31,1289,528,1403,632,,,,,,
280,car,0.63,35,1398,518,1519,652,,,,,,
280,car,0.58,25,1213,533,1289,593,,,,,,
280,car,0.28,25,1171,528,1225,569,,,,,,
280,license_plate,0.61,1,731,682,834,713,0.61,731,682,834,713,18645 KJJ
281,car,0.86,2,297,562,504,705,,,,,,
281,car,0.83,28,1729,527,1919,798,,,,,,
281,car,0.82,29,1456,526,1698,700,,,,,,
281,car,0.8,1,617,486,948,817,,,,,,
281,car,0.71,7,506,529,612,612,,,,,,
281,car,0.69,16,0,672,83,930,,,,,,
281,car,0.6,35,1408,521,1527,656,,,,,,
281,car,0.59,25,1214,532,1290,595,,,,,,
281,car,0.57,31,1295,529,1405,632,,,,,,
281,car,0.39,25,1172,529,1225,566,,,,,,
282,car,0.87,2,294,563,499,706,,,,,,
282,car,0.83,29,1463,522,1712,704,,,,,,
282,car,0.79,28,1743,531,1919,804,,,,,,
282,car,0.77,1,612,486,944,818,,,,,,
282,car,0.64,16,0,672,78,930,,,,,,
282,car,0.62,25,1212,533,1292,594,,,,,,
282,car,0.58,7,504,532,611,612,,,,,,
282,car,0.51,35,1408,518,1535,657,,,,,,
282,car,0.44,31,1303,530,1411,630,,,,,,
282,car,0.38,25,1170,529,1224,564,,,,,,
282,person,0.35,36,1035,608,1069,698,,,,,,
282,car,0.27,7,582,529,627,588,,,,,,
282,car,0.26,35,1411,529,1499,657,,,,,,
283,car,0.88,2,289,563,497,705,,,,,,
283,car,0.85,28,1763,532,1919,799,,,,,,
283,car,0.83,29,1470,524,1723,706,,,,,,
283,car,0.82,1,610,486,941,818,,,,,,
283,car,0.65,25,1211,532,1290,592,,,,,,
283,car,0.62,16,0,678,76,930,,,,,,
283,car,0.61,35,1411,516,1543,659,,,,,,
283,car,0.58,31,1303,530,1414,630,,,,,,
283,car,0.5,7,500,532,602,612,,,,,,
283,person,0.42,36,1036,608,1070,700,,,,,,
283,car,0.38,25,1166,530,1222,563,,,,,,
283,car,0.26,7,584,538,624,587,,,,,,
283,car,0.25,25,1167,528,1230,571,,,,,,
284,car,0.86,2,289,562,495,704,,,,,,
284,car,0.84,29,1480,526,1738,708,,,,,,
284,car,0.83,33,1784,539,1919,776,,,,,,
284,car,0.74,1,609,485,940,819,,,,,,
284,car,0.66,31,1304,528,1421,633,,,,,,
284,car,0.66,25,1213,530,1291,592,,,,,,
284,car,0.65,16,0,676,75,929,,,,,,
284,car,0.56,35,1417,518,1538,658,,,,,,
284,car,0.51,7,498,532,594,611,,,,,,
284,car,0.43,35,1419,530,1511,659,,,,,,
284,person,0.28,36,1040,607,1074,700,,,,,,
284,car,0.27,7,583,540,621,584,,,,,,
284,license_plate,0.58,1,722,682,830,712,0.58,722,682,830,712,8645 KJJ
285,car,0.88,2,291,563,498,704,,,,,,
285,car,0.81,33,1809,569,1919,775,,,,,,
285,car,0.8,29,1491,524,1759,711,,,,,,
285,car,0.73,1,609,483,941,817,,,,,,
285,car,0.65,25,1215,531,1295,591,,,,,,
285,car,0.64,31,1309,528,1427,630,,,,,,
285,car,0.64,35,1424,516,1575,657,,,,,,
285,car,0.58,16,0,674,80,929,,,,,,
285,car,0.47,7,498,527,609,610,,,,,,
285,car,0.41,35,1423,546,1527,659,,,,,,
286,car,0.87,2,294,562,498,704,,,,,,
286,car,0.76,1,609,484,942,818,,,,,,
286,car,0.74,33,1833,593,1919,782,,,,,,
286,car,0.7,29,1504,520,1775,714,,,,,,
286,car,0.69,35,1434,515,1577,660,,,,,,
286,car,0.68,31,1317,527,1432,631,,,,,,
286,car,0.66,25,1220,530,1299,592,,,,,,
286,car,0.5,16,0,682,80,928,,,,,,
286,car,0.49,7,501,526,615,610,,,,,,
286,person,0.28,36,1048,613,1082,705,,,,,,
286,license_plate,0.6,1,720,685,826,712,0.6,720,685,826,712,8645 KJJ
287,car,0.87,2,296,564,497,704,,,,,,
287,car,0.77,1,607,486,942,822,,,,,,
287,car,0.72,29,1514,520,1793,719,,,,,,
287,car,0.66,25,1222,531,1301,592,,,,,,
287,car,0.58,33,1860,613,1919,785,,,,,,
287,car,0.48,35,1441,517,1624,664,,,,,,
287,car,0.47,31,1325,529,1440,631,,,,,,
287,car,0.44,7,503,533,607,610,,,,,,
287,car,0.39,16,0,674,81,927,,,,,,
288,car,0.87,2,294,564,498,705,,,,,,
288,car,0.77,1,607,485,939,820,,,,,,
288,car,0.76,31,1319,530,1447,636,,,,,,
288,car,0.73,29,1525,523,1811,720,,,,,,
288,car,0.68,35,1459,515,1628,666,,,,,,
288,car,0.65,25,1223,530,1303,592,,,,,,
288,car,0.54,16,0,671,80,926,,,,,,
288,car,0.44,7,501,535,600,610,,,,,,
288,car,0.4,33,1885,639,1919,792,,,,,,
289,car,0.86,2,289,565,494,705,,,,,,
289,car,0.79,1,602,486,937,822,,,,,,
289,car,0.76,29,1535,520,1827,725,,,,,,
289,car,0.75,35,1456,514,1612,667,,,,,,
289,car,0.67,25,1223,532,1303,596,,,,,,
289,car,0.67,31,1324,530,1447,639,,,,,,
289,car,0.62,16,0,673,80,928,,,,,,
289,car,0.61,7,499,529,601,610,,,,,,
290,car,0.86,2,287,566,487,705,,,,,,
290,car,0.75,35,1463,516,1628,669,,,,,,
290,car,0.73,1,598,488,933,824,,,,,,
290,car,0.66,29,1542,521,1843,729,,,,,,
290,car,0.63,7,496,528,600,610,,,,,,
290,car,0.63,25,1225,534,1304,597,,,,,,
290,car,0.58,16,0,680,78,927,,,,,,
290,car,0.55,31,1326,531,1449,639,,,,,,
290,car,0.25,35,1463,517,1563,667,,,,,,
290,license_plate,0.56,1,708,690,811,717,0.56,708,690,811,717,8645 KJJ
291,car,0.86,2,287,566,490,705,,,,,,
291,car,0.81,1,596,488,932,824,,,,,,
291,car,0.79,29,1555,522,1865,734,,,,,,
291,car,0.73,31,1336,528,1454,642,,,,,,
291,car,0.68,25,1227,533,1305,596,,,,,,
291,car,0.65,35,1475,516,1634,674,,,,,,
291,car,0.64,7,496,528,597,610,,,,,,
291,car,0.56,16,0,679,78,926,,,,,,
291,license_plate,0.51,1,707,690,811,717,0.51,707,690,811,717,8645 KJJ
292,car,0.86,2,288,565,491,703,,,,,,
292,car,0.81,1,594,486,931,822,,,,,,
292,car,0.76,29,1567,521,1882,738,,,,,,
292,car,0.68,35,1477,517,1645,673,,,,,,
292,car,0.59,7,496,527,598,609,,,,,,
292,car,0.59,31,1338,529,1460,639,,,,,,
292,car,0.58,16,0,672,78,925,,,,,,
292,car,0.55,25,1229,532,1307,595,,,,,,
292,car,0.35,25,1189,530,1306,590,,,,,,
292,car,0.29,25,1183,536,1233,573,,,,,,
292,car,0.29,7,563,511,618,553,,,,,,
292,license_plate,0.5,1,707,690,809,716,0.5,707,690,809,716,8645 KJJ
293,car,0.85,2,288,565,484,702,,,,,,
293,car,0.81,1,592,485,930,822,,,,,,
293,car,0.77,29,1580,518,1906,741,,,,,,
293,car,0.65,7,495,524,599,609,,,,,,
293,car,0.61,35,1486,513,1669,673,,,,,,
293,car,0.6,31,1339,529,1467,641,,,,,,
293,car,0.56,25,1240,533,1310,595,,,,,,
293,car,0.55,16,0,675,79,921,,,,,,
293,car,0.5,35,1486,542,1615,674,,,,,,
293,car,0.36,25,1184,534,1245,573,,,,,,
293,car,0.33,7,566,517,615,550,,,,,,
294,car,0.85,2,288,563,488,701,,,,,,
294,car,0.8,1,589,483,927,820,,,,,,
294,car,0.75,29,1592,516,1920,741,,,,,,
294,car,0.75,35,1492,548,1629,674,,,,,,
294,car,0.74,31,1342,528,1472,641,,,,,,
294,car,0.66,16,0,675,72,916,,,,,,
294,car,0.65,7,492,523,598,608,,,,,,
294,car,0.42,25,1213,529,1311,589,,,,,,
294,car,0.38,7,566,507,614,551,,,,,,
294,car,0.3,25,1184,526,1313,583,,,,,,
294,car,0.28,7,564,515,614,574,,,,,,
294,car,0.27,25,1184,531,1247,576,,,,,,
295,car,0.86,2,286,560,487,699,,,,,,
295,car,0.75,29,1605,514,1918,744,,,,,,
295,car,0.75,1,586,482,924,820,,,,,,
295,car,0.69,31,1344,526,1476,640,,,,,,
295,car,0.68,7,491,520,587,605,,,,,,
295,car,0.65,16,0,674,71,912,,,,,,
295,car,0.65,35,1501,550,1642,674,,,,,,
295,car,0.45,7,565,503,612,551,,,,,,
295,car,0.32,7,566,510,612,573,,,,,,
295,car,0.3,35,1500,510,1695,673,,,,,,
296,car,0.85,2,286,559,487,698,,,,,,
296,car,0.8,29,1619,511,1919,743,,,,,,
296,car,0.77,1,585,479,923,820,,,,,,
296,car,0.73,7,491,519,600,604,,,,,,
296,car,0.73,31,1350,524,1483,637,,,,,,
296,car,0.68,16,0,662,74,912,,,,,,
296,car,0.67,35,1513,545,1656,675,,,,,,
296,car,0.51,35,1513,508,1725,674,,,,,,
296,car,0.36,25,1186,526,1250,578,,,,,,
296,car,0.3,7,565,503,611,553,,,,,,
296,car,0.28,25,1231,527,1319,583,,,,,,
297,car,0.86,2,284,557,487,697,,,,,,
297,car,0.82,29,1639,513,1919,747,,,,,,
297,car,0.81,1,583,477,921,820,,,,,,
297,car,0.72,7,491,519,599,604,,,,,,
297,car,0.71,31,1354,524,1491,643,,,,,,
297,car,0.69,16,0,670,70,909,,,,,,
297,car,0.61,35,1519,547,1666,683,,,,,,
297,car,0.45,35,1520,506,1736,677,,,,,,
297,car,0.3,25,1187,528,1246,584,,,,,,
297,car,0.27,7,568,500,612,546,,,,,,
298,car,0.86,2,283,558,488,697,,,,,,
298,car,0.86,29,1651,512,1919,754,,,,,,
298,car,0.81,1,582,478,919,821,,,,,,
298,car,0.75,7,491,520,600,604,,,,,,
298,car,0.68,16,0,667,73,909,,,,,,
298,car,0.67,31,1369,524,1494,641,,,,,,
298,car,0.59,35,1533,545,1687,683,,,,,,
298,car,0.5,35,1533,504,1757,682,,,,,,
298,car,0.29,7,568,501,610,545,,,,,,
298,license_plate,0.6,1,697,682,809,712,0.6,697,682,809,712,8645 KJJ
299,car,0.87,29,1665,510,1919,763,,,,,,
299,car,0.85,2,284,557,486,696,,,,,,
299,car,0.81,1,579,477,918,820,,,,,,
299,car,0.76,16,0,670,71,907,,,,,,
299,car,0.73,7,490,521,593,603,,,,,,
299,car,0.72,31,1370,524,1498,644,,,,,,
299,car,0.59,35,1541,550,1693,685,,,,,,
299,car,0.45,35,1543,507,1768,682,,,,,,
299,car,0.29,7,565,502,607,545,,,,,,
300,car,0.89,29,1684,508,1919,761,,,,,,
300,car,0.85,2,284,557,482,694,,,,,,
300,car,0.83,1,573,480,913,821,,,,,,
300,car,0.8,7,490,522,587,605,,,,,,
300,car,0.76,31,1369,524,1507,642,,,,,,
300,car,0.73,16,0,669,69,906,,,,,,
300,car,0.53,35,1550,507,1782,684,,,,,,
300,car,0.46,35,1550,542,1751,687,,,,,,
300,car,0.26,7,559,503,602,542,,,,,,
301,car,0.85,29,1696,513,1919,771,,,,,,
301,car,0.82,1,569,481,909,822,,,,,,
301,car,0.82,2,280,557,476,693,,,,,,
301,car,0.78,7,486,520,586,605,,,,,,
301,car,0.77,16,0,676,66,905,,,,,,
301,car,0.67,31,1372,524,1508,642,,,,,,
301,car,0.51,35,1555,503,1789,688,,,,,,
301,car,0.45,35,1558,546,1740,688,,,,,,
301,car,0.33,25,1232,527,1323,587,,,,,,
302,car,0.85,1,564,481,906,821,,,,,,
302,car,0.85,29,1713,509,1919,776,,,,,,
302,car,0.83,2,277,556,474,693,,,,,,
302,car,0.78,16,0,671,64,904,,,,,,
302,car,0.7,7,482,520,583,604,,,,,,
302,car,0.64,35,1568,505,1809,691,,,,,,
302,car,0.6,31,1377,524,1512,632,,,,,,
302,car,0.45,25,1238,527,1318,586,,,,,,
303,car,0.9,29,1735,512,1919,779,,,,,,
303,car,0.88,1,563,481,904,821,,,,,,
303,car,0.87,2,276,556,475,692,,,,,,
303,car,0.75,16,0,676,63,903,,,,,,
303,car,0.64,31,1384,523,1515,627,,,,,,
303,car,0.64,7,478,519,578,602,,,,,,
303,car,0.59,25,1239,525,1318,594,,,,,,
303,car,0.51,35,1580,508,1834,696,,,,,,
303,car,0.31,35,1580,544,1790,694,,,,,,
303,car,0.27,7,479,507,607,602,,,,,,
304,car,0.86,1,562,480,902,822,,,,,,
304,car,0.86,2,275,555,473,691,,,,,,
304,car,0.76,29,1756,509,1919,785,,,,,,
304,car,0.75,16,0,676,64,902,,,,,,
304,car,0.72,25,1240,526,1322,593,,,,,,
304,car,0.63,7,477,518,577,602,,,,,,
304,car,0.57,35,1591,539,1838,699,,,,,,
304,car,0.53,31,1391,522,1519,630,,,,,,
304,car,0.37,31,1394,521,1516,600,,,,,,
304,car,0.26,25,1192,530,1241,573,,,,,,
305,car,0.85,2,273,555,471,690,,,,,,
305,car,0.84,29,1775,512,1919,781,,,,,,
305,car,0.84,1,559,479,900,823,,,,,,
305,car,0.74,16,0,667,63,901,,,,,,
305,car,0.71,25,1243,526,1327,588,,,,,,
305,car,0.64,7,476,519,577,602,,,,,,
305,car,0.57,31,1395,520,1528,641,,,,,,
305,car,0.44,35,1602,500,1871,694,,,,,,
305,car,0.35,35,1603,515,1784,694,,,,,,
305,car,0.26,25,1239,527,1329,612,,,,,,
305,car,0.25,31,1357,499,1407,567,,,,,,
306,car,0.88,29,1794,509,1919,764,,,,,,
306,car,0.86,2,272,554,468,689,,,,,,
306,car,0.83,1,557,478,897,823,,,,,,
306,car,0.76,16,0,665,63,900,,,,,,
306,car,0.68,7,474,518,574,602,,,,,,
306,car,0.65,25,1247,527,1330,595,,,,,,
306,car,0.65,31,1400,519,1534,644,,,,,,
306,car,0.48,29,1685,556,1870,708,,,,,,
306,car,0.3,29,1616,537,1867,703,,,,,,
307,car,0.84,2,275,554,468,686,,,,,,
307,car,0.81,33,1821,528,1919,770,,,,,,
307,car,0.8,29,1626,503,1918,711,,,,,,
307,car,0.79,1,556,477,898,823,,,,,,
307,car,0.76,16,0,657,65,898,,,,,,
307,car,0.67,7,475,518,574,602,,,,,,
307,car,0.64,25,1250,526,1331,590,,,,,,
307,car,0.64,31,1407,521,1539,643,,,,,,
307,car,0.32,25,1202,527,1262,573,,,,,,
308,car,0.83,2,276,554,468,685,,,,,,
308,car,0.8,1,555,479,897,824,,,,,,
308,car,0.77,16,0,662,66,897,,,,,,
308,car,0.75,31,1418,520,1548,647,,,,,,
308,car,0.74,33,1844,561,1919,777,,,,,,
308,car,0.69,7,475,516,574,601,,,,,,
308,car,0.67,25,1253,528,1335,594,,,,,,
308,car,0.47,29,1644,498,1909,699,,,,,,
308,car,0.44,29,1722,502,1919,712,,,,,,
308,car,0.3,25,1205,526,1266,573,,,,,,
308,car,0.26,25,1227,526,1337,589,,,,,,
308,license_plate,0.6,1,671,685,777,713,0.6,671,685,777,713,8645 KJJ
309,car,0.81,2,278,554,471,685,,,,,,
309,car,0.8,1,554,478,897,824,,,,,,
309,car,0.79,29,1657,498,1918,717,,,,,,
309,car,0.78,16,0,661,67,896,,,,,,
309,car,0.73,31,1423,520,1557,649,,,,,,
309,car,0.73,7,476,518,573,601,,,,,,
309,car,0.69,25,1257,529,1339,592,,,,,,
309,car,0.67,33,1869,596,1919,783,,,,,,
309,car,0.31,25,1205,526,1270,572,,,,,,
